Angle1,Intensity1
26.1,1252.3
26.12,1301.1
26.14,1435.5
26.16,1590.8
26.18,1769.1
26.2,1995.3
26.22,2315.3
26.24,2617.8
26.26,2911.3
26.28,3215.3
26.3,3795.6
26.32,4583.3
26.34,5423
26.36,6149.6
26.38,6224.2
26.4,5566.5
26.42,4631.6
26.44,3686.1
26.46,2951.2
26.48,2176.2
26.5,1570.1
26.52,1205
26.54,1106.8
26.56,1080.7
26.58,1048.1
26.6,1000.5
26.62,949.5
26.64,932.5
26.66,927.9
26.68,924.1
26.7,908.1
26.72,922.4
26.74,956
26.76,945.1
26.78,851.8
26.8,941.6
26.82,933.4
26.84,915.5
26.86,928.7
26.88,926.5
26.9,942.5
26.92,950.8
26.94,946.1
26.96,940.7
26.98,984
27,997.4
27.02,982.2
27.04,974.6
27.06,1079.4
27.08,1115.6
27.1,1134.5
27.12,1230.4
27.14,1284.4
27.16,1355.1
27.18,1429.4
27.2,1491.9
27.22,1490.4
27.24,1434.3
27.26,1331
27.28,1200.7
27.3,1160.4
27.32,1160.4
27.34,1154.7
27.36,1145.8
27.38,1210.5
27.4,1241.4
27.42,1336.5
27.44,1482.5
27.46,1599
27.48,1837.4
27.5,2046
27.52,2276.2
27.54,2627.3
27.56,3184.8
27.58,3667.5
27.6,4204.9
27.62,4911.6
27.64,5373.9
27.66,5504.8
27.68,5389
27.7,5091.9
27.72,4708.8
27.74,4224.8
27.76,3801.2
27.78,3514.4
27.8,3428.4
27.82,3642.1
27.84,3902.5
27.86,4111.8
27.88,4165.9
27.9,3825.4
27.92,3367.1
27.94,2868.9
27.96,2403.5
27.98,2018.4
28,1655
28.02,1353.8
28.04,1157.2
28.06,1090.9
28.08,1052.4
28.1,1009.7
28.12,953.7
28.14,995.6
28.16,1019.8
28.18,1014.5
28.2,993.4
28.22,1042.9
28.24,1059.3
28.26,1081.5
28.28,1120.3
28.3,1179
28.32,1276.6
28.34,1347.5
28.36,1385.9
28.38,1396.6
28.4,1236.5
28.42,1137.7
28.44,1104.6
28.46,1124.7
28.48,1005.9
28.5,938.2
28.52,887.8
28.54,836.6
28.56,844.2
28.58,841.9
28.6,858.7
28.62,892.5
28.64,867.3
28.66,858.6
28.68,850.1
28.7,851.1
28.72,901.4
28.74,973.3
28.76,1046.7
28.78,1094.2
28.8,1072.1
28.82,1139
28.84,1184.4
28.86,1226.9
28.88,1293
28.9,1197.8
28.92,1171.1
28.94,1160.7
28.96,1122.5
28.98,1003.7
29,992.9
29.02,970.7
29.04,893.4
29.06,828.7
29.08,835.7
29.1,831.6
29.12,805.2
29.14,796.1
29.16,851.3
29.18,869.5
29.2,845.6
29.22,800.6
29.24,816.6
29.26,803.9
29.28,784.4
29.3,792
29.32,795.1
29.34,799.1
29.36,789.1
29.38,759.3
29.4,795.1
29.42,797.7
29.44,798
29.46,806.6
29.48,795.2
29.5,786.8
29.52,775
29.54,772.6
29.56,829.7
29.58,790.5
29.6,779.3
29.62,802
29.64,826.4
29.66,793.2
29.68,781.4
29.7,776.1
29.72,750.2
29.74,718.2
29.76,759.3
29.78,784.3
29.8,725.3
29.82,711.5
29.84,738.5
29.86,784.2
29.88,827
29.9,801.1
29.92,781.3
29.94,780.9
29.96,795.3
29.98,791.5
30,759.4
30.02,756.8
30.04,779.8
30.06,795.8
30.08,801.9
30.1,767.7
30.12,739
30.14,782.4
30.16,789
30.18,778.7
30.2,767.3
30.22,769.4
30.24,800.7
30.26,812.9
30.28,832
30.3,865.9
30.32,865.2
30.34,828.1
30.36,841
30.38,909.9
30.4,938.8
30.42,1007.5
30.44,1055.6
30.46,1082.1
30.48,1113.4
30.5,1220.6
30.52,1260.5
30.54,1252.2
30.56,1246.1
30.58,1250.5
30.6,1204.5
30.62,1131.6
30.64,1057
30.66,1004.5
30.68,965.2
30.7,935.6
30.72,914.2
30.74,905.8
30.76,923.7
30.78,989.2
30.8,1095.7
30.82,1181.8
30.84,1291.1
30.86,1423.6
30.88,1579
30.9,1755.7
30.92,2026.3
30.94,2321.1
30.96,2576.4
30.98,2705.9
31,2805.1
31.02,2708.7
31.04,2476.6
31.06,2179.3
31.08,1848.8
31.1,1580.4
31.12,1357.3
31.14,1167.2
31.16,1003.5
31.18,897.7
31.2,840.8
31.22,827
31.24,846.8
31.26,811.7
31.28,778.8
31.3,762
31.32,762
31.34,768.8
31.36,739
31.38,702.4
31.4,718.4
31.42,743.1
31.44,726.4
31.46,695.7
31.48,684.3
31.5,747.5
31.52,743.4
31.54,716.8
31.56,701.7
31.58,723.1
31.6,701.1
31.62,694.1
31.64,714.9
31.66,700.5
31.68,692.3
31.7,674.4
31.72,661.8
31.74,709.7
31.76,708.9
31.78,702.5
31.8,694.2
31.82,679.7
31.84,687
31.86,674.4
31.88,668.9
31.9,701.8
31.92,688.1
31.94,655.8
31.96,637.2
31.98,653.3
32,671.6
32.02,681.8
32.04,672.4
32.06,650.1
32.08,680.6
32.1,706.6
32.12,707
32.14,689.5
32.16,697.1
32.18,730.9
32.2,733.1
32.22,719.9
32.24,738.9
32.26,699.8
32.28,689.3
32.3,693.8
32.32,689.9
32.34,665.5
32.36,678
32.38,690.8
32.4,676.7
32.42,656.1
32.44,671
32.46,666.6
32.48,633.4
32.5,676
32.52,675.3
32.54,652.1
32.56,633.1
32.58,687.2
32.6,668.7
32.62,644.5
32.64,620.1
32.66,584.3
32.68,606.9
32.7,634.5
32.72,669.3
32.74,718.8
32.76,706.9
32.78,686.4
32.8,687.9
32.82,729.5
32.84,702.8
32.86,714.7
32.88,740.1
32.9,762.3
32.92,756.2
32.94,755
32.96,754.3
32.98,758.8
33,791.6
33.02,773.6
33.04,788.1
33.06,824.9
33.08,828.7
33.1,841.7
33.12,850.3
33.14,852.6
33.16,848.1
33.18,814.9
33.2,806.6
33.22,799.7
33.24,774.1
33.26,755
33.28,764
33.3,775
33.32,773
33.34,754.7
33.36,802.5
33.38,828.3
33.4,816.8
33.42,827.5
33.44,815.3
33.46,781.1
33.48,741.6
33.5,735.5
33.52,677.7
33.54,647.9
33.56,647.1
33.58,664.6
33.6,647.9
33.62,665.8
33.64,677.2
33.66,645.3
33.68,653.7
33.7,606.8
33.72,568.9
33.74,575.2
33.76,597.3
33.78,617.6
33.8,612.1
33.82,588.7
33.84,617.6
33.86,611.7
33.88,606.8
33.9,618.7
33.92,666.6
33.94,604.5
33.96,593.2
33.98,608.7
34,586.7
34.02,614.1
34.04,664
34.06,699
34.08,685.8
34.1,712.5
34.12,729.8
34.14,753.4
34.16,791
34.18,823.8
34.2,831.6
34.22,803.3
34.24,745.1
34.26,706.2
34.28,711.5
34.3,700.7
34.32,664.6
34.34,615.8
34.36,614.4
34.38,624.5
34.4,632.9
34.42,625.3
34.44,611.1
34.46,622.8
34.48,650
34.5,678.5
34.52,658
34.54,647.7
34.56,646.4
34.58,655.4
34.6,695.7
34.62,671
34.64,676.3
34.66,730.3
34.68,725.8
34.7,747.8
34.72,758.6
34.74,744.8
34.76,695.3
34.78,704.3
34.8,692.9
34.82,673.2
34.84,685.4
34.86,639.5
34.88,645.4
34.9,659.8
34.92,629.2
34.94,642.1
34.96,644.4
34.98,640.9
35,637.5
35.02,657.3
35.04,694.5
35.06,702.3
35.08,676.1
35.1,706.6
35.12,713.9
35.14,743.7
35.16,806.5
35.18,895.7
35.2,955.8
35.22,997.8
35.24,1025.7
35.26,1044
35.28,937.1
35.3,869.5
35.32,834
35.34,808.8
35.36,770.7
35.38,690.4
35.4,634.5
35.42,645.7
35.44,610.6
35.46,613.5
35.48,623
35.5,620.8
35.52,588.1
35.54,619.8
35.56,651.4
35.58,669
35.6,690.3
35.62,746.3
35.64,773.9
35.66,806.3
35.68,932
35.7,1094.7
35.72,1235.3
35.74,1371.6
35.76,1531.6
35.78,1612.5
35.8,1624.5
35.82,1510.5
35.84,1247.9
35.86,1161.1
35.88,1070.9
35.9,980.8
35.92,891.7
35.94,796.5
35.96,689.6
35.98,640
36,643.3
36.02,606
36.04,624.1
36.06,622.5
36.08,601.4
36.1,590.8
36.12,570.9
36.14,575.6
36.16,596.7
36.18,618.8
36.2,591.9
36.22,591.2
36.24,601.8
36.26,608.5
36.28,597.8
36.3,623.1
36.32,640.2
36.34,629.8
36.36,628.3
36.38,622.5
36.4,633
36.42,655.8
36.44,649
36.46,692.5
36.48,728.5
36.5,760.3
36.52,822
36.54,862.7
36.56,941.7
36.58,1028.1
36.6,1069.2
36.62,1015.5
36.64,962.9
36.66,920
36.68,891.1
36.7,843.8
36.72,837.7
36.74,803.8
36.76,714.3
36.78,667.8
36.8,619.5
36.82,598.7
36.84,617.8
36.86,684.1
36.88,699.2
36.9,732.3
36.92,771.9
36.94,753.6
36.96,796.4
36.98,792.8
37,757.4
37.02,730.7
37.04,747.8
37.06,767
37.08,779.5
37.1,777
37.12,745.7
37.14,745.2
37.16,733.1
37.18,687.6
37.2,651
37.22,673.9
37.24,669
37.26,617.2
37.28,585.9
37.3,597
37.32,577.8
37.34,542.6
37.36,573
37.38,552.6
37.4,550.5
37.42,548.6
37.44,503.6
37.46,565.1
37.48,545.4
37.5,516.6
37.52,558
37.54,517.7
37.56,528.2
37.58,553.4
37.6,566.4
37.62,547.3
37.64,526.5
37.66,520.6
37.68,532.6
37.7,543.2
37.72,527.9
37.74,523.9
37.76,528.9
37.78,509.1
37.8,536.3
37.82,561.5
37.84,574.4
37.86,568.3
37.88,547.6
37.9,527.3
37.92,520
37.94,537.8
37.96,526.4
37.98,520.9
38,524.6
38.02,534.7
38.04,492.1
38.06,487.2
38.08,507.1
38.1,534.6
38.12,510.3
38.14,516
38.16,535.2
38.18,553.9
38.2,543.2
38.22,534.6
38.24,542.8
38.26,554.8
38.28,542.7
38.3,546.3
38.32,536.9
38.34,546.5
38.36,612.6
38.38,555.5
38.4,541.2
38.42,549.5
38.44,561.9
38.46,545.1
38.48,532.9
38.5,530
38.52,538.3
38.54,555.8
38.56,540.4
38.58,522.5
38.6,512.4
38.62,514.7
38.64,535.7
38.66,550.7
38.68,556
38.7,552.2
38.72,534.9
38.74,536.1
38.76,541.4
38.78,530
38.8,578.7
38.82,585.1
38.84,566.8
38.86,538.9
38.88,504.7
38.9,521.6
38.92,533.4
38.94,515.5
38.96,495
38.98,529.1
39,542.8
39.02,522.4
39.04,502.6
39.06,517.9
39.08,530
39.1,537.9
39.12,553.9
39.14,560.7
39.16,538.1
39.18,511.8
39.2,517.9
39.22,551.2
39.24,573.4
39.26,573.2
39.28,545.9
39.3,562.6
39.32,608.1
39.34,618.3
39.36,574
39.38,583.2
39.4,629.4
39.42,636.1
39.44,604.9
39.46,639.2
39.48,667.6
39.5,664.6
39.52,642.5
39.54,640.2
39.56,630.9
39.58,626.1
39.6,625
39.62,625
39.64,639.2
39.66,646.5
39.68,654.7
39.7,667.5
39.72,610.4
39.74,580
39.76,571.2
39.78,576.9
39.8,566.2
39.82,532.7
39.84,522.2
39.86,532.2
39.88,485
39.9,492.9
39.92,495.7
39.94,498.3
39.96,544
39.98,504.9
40,516.6
40.02,549.9
40.04,539.3
40.06,508.6
40.08,517.1
40.1,521.2
40.12,481.3
40.14,518.6
40.16,524.6
40.18,512
40.2,490.3
40.22,472.8
40.24,491.6
40.26,509.1
40.28,512.3
40.3,507.7
40.32,503.1
40.34,480
40.36,456.4
40.38,490.7
40.4,532.6
40.42,527.9
40.44,504.8
40.46,518.5
40.48,515.3
40.5,539.8
40.52,567.5
40.54,573
40.56,612.6
40.58,640.8
40.6,684.2
40.62,747.6
40.64,708
40.66,651.8
40.68,628.1
40.7,644.2
40.72,638.9
40.74,597.9
40.76,551.9
40.78,517.8
40.8,521.6
40.82,512.4
40.84,511.6
40.86,506.5
40.88,471.5
40.9,506.4
40.92,502.8
40.94,487.8
40.96,496.4
40.98,516.9
41,503.1
41.02,486
41.04,486.9
41.06,498.3
41.08,495.2
41.1,500.3
41.12,518.2
41.14,519.7
41.16,516.9
41.18,486.8
41.2,449.9
41.22,484.1
41.24,486
41.26,497.2
41.28,518.6
41.3,539.9
41.32,503.4
41.34,502.5
41.36,511.4
41.38,493.8
41.4,470.9
41.42,499
41.44,542
41.46,571
41.48,571
41.5,575.6
41.52,588.8
41.54,607.1
41.56,600.2
41.58,579.1
41.6,559.3
41.62,544.8
41.64,533.4
41.66,526
41.68,528.6
41.7,540
41.72,556
41.74,569.9
41.76,582.6
41.78,594.6
41.8,606
41.82,619.7
41.84,595.2
41.86,552.4
41.88,512.3
41.9,533.6
41.92,548.7
41.94,540.4
41.96,504.9
41.98,471.4
42,510
42.02,510.4
42.04,469.8
42.06,495.6
42.08,479.8
42.1,473
42.12,482
42.14,502.6
42.16,498.3
42.18,507.8
42.2,505.7
42.22,455.4
42.24,458.8
42.26,472.4
42.28,490.4
42.3,504.7
42.32,461.3
42.34,437.6
42.36,456.3
42.38,510.6
42.4,471.7
42.42,460.3
42.44,463.6
42.46,474.7
42.48,484.6
42.5,432.2
42.52,443.3
42.54,495.5
42.56,484.8
42.58,465
42.6,464
42.62,475.4
42.64,486.8
42.66,464.5
42.68,449.3
42.7,442
42.72,441
42.74,418.9
42.76,430.8
42.78,447.6
42.8,451.3
42.82,435.3
42.84,471.2
42.86,502.5
42.88,517.6
42.9,551.1
42.92,554.7
42.94,561.4
42.96,560.6
42.98,510.3
43,507.4
43.02,524.9
43.04,542.1
43.06,532.2
43.08,467.4
43.1,455.6
43.12,466
43.14,466
43.16,466
43.18,448.9
43.2,442.8
43.22,459.9
43.24,458.3
43.26,461.6
43.28,459.3
43.3,452.6
43.32,462.5
43.34,447.9
43.36,463.3
43.38,486
43.4,426.6
43.42,436.9
43.44,443.1
43.46,447.3
43.48,466.4
43.5,467
43.52,441.1
43.54,416.3
43.56,421.4
43.58,470.1
43.6,463.9
43.62,446.1
43.64,442.9
43.66,429.9
43.68,440.6
43.7,448.6
43.72,443.3
43.74,425
43.76,424.5
43.78,426.8
43.8,429.1
43.82,434.5
43.84,454.8
43.86,461.3
43.88,454.5
43.9,441.5
43.92,476.8
43.94,466.9
43.96,452.4
43.98,480
44,480
44.02,484.8
44.04,480
44.06,459.9
44.08,470.5
44.1,459
44.12,469.4
44.14,514.9
44.16,563.6
44.18,536
44.2,528.3
44.22,544.2
44.24,520.6
44.26,578.3
44.28,617.5
44.3,647.8
44.32,711.8
44.34,763.5
44.36,826.1
44.38,896.2
44.4,968.2
44.42,1081
44.44,1178.8
44.46,1230.6
44.48,1225.7
44.5,1305.7
44.52,1292.1
44.54,1260.9
44.56,1242.6
44.58,1209
44.6,1067.5
44.62,947.8
44.64,875.2
44.66,814.3
44.68,711.8
44.7,635.6
44.72,588.5
44.74,555
44.76,500.7
44.78,493.4
44.8,506.3
44.82,501.1
44.84,522.4
44.86,520.1
44.88,513.4
44.9,518.4
44.92,541.3
44.94,543.6
44.96,552
44.98,585.4
45,676.8
45.02,728.6
45.04,769
45.06,815.1
45.08,896.6
45.1,905.7
45.12,907.1
45.14,897.1
45.16,844.5
45.18,831.8
45.2,811.9
45.22,780.7
45.24,737.3
45.26,742.3
45.28,753.3
45.3,741.5
45.32,688.7
45.34,682.6
45.36,703.6
45.38,713.2
45.4,697.7
45.42,703.8
45.44,720.3
45.46,731.1
45.48,723.4
45.5,669.4
45.52,638.3
45.54,626.4
45.56,621.2
45.58,596.8
45.6,562.6
45.62,528.5
45.64,503.9
45.66,500.1
45.68,478.2
45.7,478.2
45.72,466.4
45.74,419.4
45.76,472
45.78,472.6
45.8,455.9
45.82,443.2
45.84,445.5
45.86,447.2
45.88,446.5
45.9,446.6
45.92,461.8
45.94,429.5
45.96,428.8
45.98,459.2
46,482.1
46.02,467.3
46.04,484.8
46.06,526.2
46.08,568
46.1,531.8
46.12,520.5
46.14,530
46.16,551
46.18,525.1
46.2,543.4
46.22,540.2
46.24,490.3
46.26,513.9
46.28,506.4
46.3,478.9
46.32,447.2
46.34,460.9
46.36,475.9
46.38,488.3
46.4,491.8
46.42,472.8
46.44,503.5
46.46,534.3
46.48,559.6
46.5,579.4
46.52,652.3
46.54,751.9
46.56,861.8
46.58,966.9
46.6,1097.9
46.62,1156.8
46.64,1164.2
46.66,1129.2
46.68,1009.6
46.7,901.3
46.72,859.1
46.74,884.4
46.76,880.6
46.78,793.8
46.8,729.8
46.82,691.1
46.84,616.5
46.86,572
46.88,554.1
46.9,550.3
46.92,540.4
46.94,551
46.96,553
46.98,548.2
47,539.4
47.02,511.2
47.04,493.8
47.06,492.9
47.08,506.2
47.1,472.7
47.12,475
47.14,483
47.16,482.9
47.18,468.5
47.2,428.7
47.22,427.1
47.24,451.8
47.26,421.3
47.28,426.8
47.3,434.5
47.32,437.8
47.34,433.2
47.36,461.3
47.38,474.4
47.4,465.3
47.42,430.1
47.44,439.3
47.46,433.5
47.48,442.5
47.5,485.4
47.52,531.9
47.54,552.8
47.56,558
47.58,562.6
47.6,626.6
47.62,587.3
47.64,548.9
47.66,535.1
47.68,530.5
47.7,492.4
47.72,511.7
47.74,545.4
47.76,484.5
47.78,452.3
47.8,458.3
47.82,471.2
47.84,452.9
47.86,428.5
47.88,432.6
47.9,426.9
47.92,386.5
47.94,378.9
47.96,407.4
47.98,429.3
48,427.9
48.02,427.1
48.04,432.6
48.06,449.7
48.08,464
48.1,421.4
48.12,424
48.14,431.8
48.16,438.5
48.18,444.6
48.2,427.9
48.22,429.1
48.24,442.5
48.26,456.9
48.28,469.9
48.3,449
48.32,423.7
48.34,420.5
48.36,464.7
48.38,473.2
48.4,476.9
48.42,493
48.44,527.3
48.46,557.3
48.48,599.3
48.5,653.6
48.52,701.5
48.54,790.4
48.56,883.1
48.58,974.8
48.6,1070
48.62,1149
48.64,1130.4
48.66,1035.7
48.68,904.7
48.7,862.4
48.72,843.4
48.74,833
48.76,816.2
48.78,737.8
48.8,645.9
48.82,588.1
48.84,578
48.86,523.2
48.88,516.2
48.9,533.4
48.92,561.4
48.94,581.2
48.96,566.4
48.98,562.8
49,565.7
49.02,542.9
49.04,545.2
49.06,539.2
49.08,530.7
49.1,533
49.12,560.6
49.14,529.4
49.16,492.7
49.18,499.5
49.2,487.3
49.22,464.6
49.24,451.8
49.26,455.5
49.28,430.3
49.3,422
49.32,418.9
49.34,419.3
49.36,433.8
49.38,439.2
49.4,450.4
49.42,463
49.44,458.4
49.46,463.5
49.48,466
49.5,468.8
49.52,478.7
49.54,487.9
49.56,474.5
49.58,471.9
49.6,511.1
49.62,514.9
49.64,490.8
49.66,481.1
49.68,507.3
49.7,521.8
49.72,487
49.74,469.5
49.76,483.6
49.78,474.5
49.8,467.9
49.82,450.1
49.84,425.7
49.86,415.1
49.88,422.2
49.9,409
49.92,390.7
49.94,400.6
49.96,432.5
49.98,430.7
